aaron,ˈɛɹən
sponsors,ˈspɑnsɝz
sponsorship,ˈspɑnsɝˌʃɪp
sport,ˈspɔɹt
sporting,ˈspɔɹtɪŋ
sports,ˈspɔɹts
spot,ˈspɑt
spotlight,ˈspɑtˌlajt
spots,ˈspɑts
spouse,ˈspaws
spray,ˈspɹej
spread,ˈspɹɛd
spreading,ˈspɹɛdɪŋ
spring,ˈspɹɪŋ
springer,ˈspɹɪŋɝ
springfield,ˈspɹɪŋˌfild
springs,ˈspɹɪŋz
sprint,ˈspɹɪnt
spy,ˈspaj
spyware,ˈspajˌwɛɹ
sql,ˈsikwʊl
squad,ˈskwɑd
square,ˈskwɛɹ
squirt,ˈskwɝt
squirting,ˈskwɝtɪŋ
st,ˈsejnt
stability,stəˈbɪlɪti
stable,ˈstejbəl
stack,ˈstæk
stadium,ˈstejdiəm
staff,ˈstæf
staffing,ˈstæfɪŋ
stage,ˈstejdʒ
stages,ˈstejdʒəz
stainless,ˈstejnləs
stake,ˈstejk
stakeholders,ˈstejkˌhowldɝz
stamp,ˈstæmp
stamps,ˈstæmps
stan,ˈstæn
stand,ˈstænd
standard,ˈstændɝd
standards,ˈstændɝdz
standing,ˈstændɪŋ
standings,ˈstændɪŋz
stands,ˈstændz
stanford,ˈstænfɝd
stanley,ˈstænli
star,ˈstɑɹ
starring,ˈstɑɹɪŋ
stars,ˈstɑɹz
start,ˈstɑɹt
started,ˈstɑɹtɪd
starter,ˈstɑɹtɝ
starting,ˈstɑɹtɪŋ
starts,ˈstɑɹts
startup,ˈstɑɹˌtəp
stat,ˈstæt
state,ˈstejt
stated,ˈstejtɪd
statement,ˈstejtmənt
statements,ˈstejtmənts
states,ˈstejts
statewide,ˈstejtˌwajd
static,ˈstætɪk
stating,ˈstejtɪŋ
station,ˈstejʃən
stationery,ˈstejʃəˌnɛɹi
stations,ˈstejʃənz
statistical,stəˈtɪstɪkəl
statistics,stəˈtɪstɪks
stats,ˈstæts
status,ˈstætəs
statute,ˈstætʃut
statutes,ˈstætʃuts
statutory,ˈstætʃəˌtɔɹi
stay,ˈstej
stayed,ˈstejd
staying,ˈstejɪŋ
stays,ˈstejz
steady,ˈstɛdi
steal,ˈstil
steam,ˈstim
steel,ˈstil
steering,ˈstɪɹɪŋ
stem,ˈstɛm
step,ˈstɛp
stephanie,ˈstɛfəni
stephen,ˈstivən
steps,ˈstɛps
stereo,ˈstɛɹiˌow
sterling,ˈstɝlɪŋ
steve,ˈstiv
steven,ˈstivən
stevens,ˈstivənz
stewart,ˈstuɝt
stick,ˈstɪk
sticker,ˈstɪkɝ
stickers,ˈstɪkɝz
sticks,ˈstɪks
sticky,ˈstɪki
still,ˈstɪl
stock,ˈstɑk
stockholm,ˈstɑkˌhowlm
stockings,ˈstɑkɪŋz
stocks,ˈstɑks
stolen,ˈstowlən
stomach,ˈstəmək
stone,ˈstown
stones,ˈstownz
stood,ˈstʊd
stop,ˈstɑp
stopped,ˈstɑpt
stopping,ˈstɑpɪŋ
stops,ˈstɑps
storage,ˈstɔɹədʒ
store,ˈstɔɹ
stored,ˈstɔɹd
stores,ˈstɔɹz
stories,ˈstɔɹiz
storm,ˈstɔɹm
story,ˈstɔɹi
straight,ˈstɹejt
strain,ˈstɹejn
strand,ˈstɹænd
strange,ˈstɹejndʒ
stranger,ˈstɹejndʒɝ
strap,ˈstɹæp
strategic,stɹəˈtidʒɪk
strategies,ˈstɹætədʒiz
strategy,ˈstɹætədʒi
stream,ˈstɹim
streaming,ˈstɹimɪŋ
streams,ˈstɹimz
street,ˈstɹit
streets,ˈstɹits
strength,ˈstɹɛŋkθ
strengthen,ˈstɹɛŋθən
strengthening,ˈstɹɛŋθənɪŋ
strengths,ˈstɹɛŋkθs
stress,ˈstɹɛs
stretch,ˈstɹɛtʃ
strict,ˈstɹɪkt
strictly,ˈstɹɪktli
strike,ˈstɹajk
strikes,ˈstɹajks
striking,ˈstɹajkɪŋ
string,ˈstɹɪŋ
strings,ˈstɹɪŋz
strip,ˈstɹɪp
stripes,ˈstɹajps
strips,ˈstɹɪps
stroke,ˈstɹowk
strong,ˈstɹɔŋ
stronger,ˈstɹɔŋɝ
strongly,ˈstɹɔŋli
struck,ˈstɹək
structural,ˈstɹəktʃɝəl
structure,ˈstɹəktʃɝ
structured,ˈstɹəktʃɝd
structures,ˈstɹəktʃɝz
struggle,ˈstɹəɡəl
stuart,ˈstjuɝt
stuck,ˈstək
stud,ˈstəd
student,ˈstudənt
students,ˈstudənts
studied,ˈstədid
studies,ˈstədiz
studio,ˈstudiˌow
studios,ˈstudiˌowz
study,ˈstədi
studying,ˈstədiɪŋ
stuff,ˈstəf
stuffed,ˈstəft
stunning,ˈstənɪŋ
stupid,ˈstupəd
style,ˈstajl
styles,ˈstajlz
stylish,ˈstajlɪʃ
stylus,ˈstajləs
sub,ˈsəb
subaru,ˈsubɝu
subcommittee,ˈsəbkəˈmɪti
subdivision,ˈsəbdɪˌvɪʒən
subject,ˈsəbdʒɪkt
subjective,səbˈdʒɛktɪv
subjects,ˈsəbdʒɪkts
sublime,səˈblajm
submission,səbˈmɪʃən
submissions,səbˈmɪʃənz
submit,səbˈmɪt
submitted,səbˈmɪtɪd
submitting,səbˈmɪtɪŋ
subscribe,səbsˈkɹajb
subscriber,səbsˈkɹajbɝ
subscribers,səbsˈkɹajbɝz
subscription,səbsˈkɹɪpʃən
subscriptions,səbsˈkɹɪpʃənz
subsection,ˈsəbsɛkʃən
subsequent,ˈsəbsəkwənt
subsequently,ˈsəbsəkwəntli
subsidiaries,səbˈsɪdiˌɛɹiz
subsidiary,səbˈsɪdiˌɛɹi
substance,ˈsəbstəns
substances,ˈsəbstənsəz
substantial,səbˈstænʃəl
substantially,səbˈstænʃəli
substitute,ˈsəbstəˌtut
subtle,ˈsətəl
suburban,səˈbɝbən
succeed,səkˈsid
success,səkˈsɛs
successful,səkˈsɛsfəl
successfully,səkˈsɛsfəli
such,ˈsətʃ
suck,ˈsək
sucking,ˈsəkɪŋ
sucks,ˈsəks
sudan,suˈdæn
sudden,ˈsədən
suddenly,ˈsədənli
sue,ˈsu
suffer,ˈsəfɝ
suffered,ˈsəfɝd
suffering,ˈsəfɝɪŋ
sufficient,səˈfɪʃənt
sufficiently,səˈfɪʃəntli
sugar,ˈʃʊɡɝ
suggest,səˈdʒɛst
suggested,səˈdʒɛstɪd
suggesting,səˈdʒɛstɪŋ
suggestion,səˈdʒɛstʃən
suggestions,səˈdʒɛstʃənz
suggests,səˈdʒɛsts
suicide,ˈsuəˌsajd
suit,ˈsut
suitable,ˈsutəbəl
suite,ˈswit
suited,ˈsutɪd
suites,ˈswits
suits,ˈsuts
sullivan,ˈsələvən
sum,ˈsəm
summaries,ˈsəmɝiz
summary,ˈsəmɝi
summer,ˈsəmɝ
summit,ˈsəmət
sun,ˈsən
sunday,ˈsənˌdej
sunglasses,ˈsənˌɡlæsɪz
sunny,ˈsəni
sunrise,ˈsənˌɹajz
sunset,ˈsənˌsɛt
sunshine,ˈsənˌʃajn
super,ˈsupɝ
superb,sʊˈpɝb
superintendent,ˌsupɝənˈtɛndənt
superior,suˈpɪɹiɝ
supervision,ˌsupɝˈvɪʒən
supervisor,ˈsupɝˌvajzɝ
supervisors,ˌsupɝˈvajzɝz
supplement,ˈsəpləmənt
supplemental,ˌsəpləˈmɛnəl
supplements,ˈsəpləˈmɛnts
supplied,səˈplajd
supplier,səˈplajɝ
suppliers,səˈplajɝz
supplies,səˈplajz
supply,səˈplaj
support,səˈpɔɹt
supported,səˈpɔɹtɪd
supporters,səˈpɔɹtɝz
supporting,səˈpɔɹtɪŋ
supports,səˈpɔɹts
suppose,səˈpowz
supposed,səˈpowzd
supreme,səˈpɹim
sure,ˈʃʊɹ
surely,ˈʃʊɹli
surf,ˈsɝf
surface,ˈsɝfəs
surfaces,ˈsɝfəsəz
surfing,ˈsɝfɪŋ
surge,ˈsɝdʒ
surgeon,ˈsɝdʒən
surgeons,ˈsɝdʒənz
surgery,ˈsɝdʒɝi
surgical,ˈsɝdʒɪkəl
surname,ˈsɝˌnejm
surplus,ˈsɝpləs
surprise,səˈpɹajz
surprised,səˈpɹajzd
surprising,səˈpɹajzɪŋ
surrey,ˈsɝi
surround,sɝˈawnd
surrounded,sɝˈawndɪd
surrounding,sɝˈawndɪŋ
surveillance,sɝˈvejləns
survey,ˈsɝˌvej
surveys,ˈsɝˌvejz
survival,sɝˈvajvəl
survive,sɝˈvajv
survivor,sɝˈvajvɝ
survivors,sɝˈvajvɝz
susan,ˈsuzən
suspect,ˈsəsˌpɛkt
suspected,səˈspɛktɪd
suspended,səˈspɛndɪd
suspension,səˈspɛnʃən
sussex,ˈsəsɪks
sustainability,səˌstejnəˈbɪlɪti
sustainable,səˈstejnəbəl
sustained,səˈstejnd
suzuki,səˈzuki
swap,ˈswɑp
swaziland,ˈswɑzɪlənd
sweden,ˈswidən
swedish,ˈswidɪʃ
sweet,ˈswit
swift,ˈswɪft
swim,ˈswɪm
swimming,ˈswɪmɪŋ
swing,ˈswɪŋ
swingers,ˈswɪŋɝz
swiss,ˈswɪs
switch,ˈswɪtʃ
switched,ˈswɪtʃt
switches,ˈswɪtʃəz
switching,ˈswɪtʃɪŋ
switzerland,ˈswɪtsɝlənd
sword,ˈsɔɹd
sydney,ˈsɪdni
symantec,sɪˈmænˌtɛk
symbol,ˈsɪmbəl
symbols,ˈsɪmbəlz
sympathy,ˈsɪmpəθi
symphony,ˈsɪmfəni
symposium,sɪmˈpowziəm
symptoms,ˈsɪmptəmz
sync,ˈsɪŋk
syndicate,ˈsɪndəˌkejt
syndication,ˌsɪndɪˈkejʃən
syndrome,ˈsɪnˌdɹowm
synopsis,sɪˈnɑpsɪs
syntax,ˈsɪnˌtæks
synthesis,ˈsɪnθəsəs
synthetic,sɪnˈθɛtɪk
syracuse,ˈsɪɹəkˌjuz
syria,ˈsɪɹiə
system,ˈsɪstəm
systematic,ˌsɪstəˈmætɪk
systems,ˈsɪstəmz
tab,ˈtæb
table,ˈtejbəl
tables,ˈtejbəlz
tablet,ˈtæblət
tablets,ˈtæbləts
tabs,ˈtæbz
tackle,ˈtækəl
tactics,ˈtæktɪks
tag,ˈtæɡ
tagged,ˈtæɡd
tags,ˈtæɡz
tahoe,ˈtæhow
tail,ˈtejl
taiwan,ˈtajˈwɑn
take,ˈtejk
taken,ˈtejkən
takes,ˈtejks
taking,ˈtejkɪŋ
tale,ˈtejl
talent,ˈtælənt
talented,ˈtæləntɪd
tales,ˈtejlz
talk,ˈtɔk
talked,ˈtɔkt
talking,ˈtɔkɪŋ
talks,ˈtɔks
tall,ˈtɔl
tamil,ˈtæmɪl
tampa,ˈtæmpə
tan,ˈtæn
tank,ˈtæŋk
tanks,ˈtæŋks
tanzania,ˌtænˈzejnjə
tap,ˈtæp
tape,ˈtejp
tapes,ˈtejps
tar,ˈtɑɹ
target,ˈtɑɹɡət
targeted,ˈtɑɹɡətɪd
targets,ˈtɑɹɡəts
tariff,ˈtɛɹəf
task,ˈtæsk
tasks,ˈtæsks
taste,ˈtejst
tattoo,ˌtæˈtu
taught,ˈtɔt
tax,ˈtæks
taxation,tækˈsejʃən
taxes,ˈtæksəz
taxi,ˈtæksi
taylor,ˈtejlɝ
tea,ˈti
teach,ˈtitʃ
teacher,ˈtitʃɝ
teachers,ˈtitʃɝz
teaches,ˈtitʃəz
teaching,ˈtitʃɪŋ
team,ˈtim
teams,ˈtimz
tear,ˈtɛɹ
tears,ˈtɛɹz
tech,ˈtɛk
technical,ˈtɛknɪkəl
technician,tɛkˈnɪʃən
technique,tɛkˈnik
techniques,tɛkˈniks
techno,ˈtɛknow
technological,ˌtɛknəˈlɑdʒɪkəl
technologies,tɛkˈnɑlədʒiz
technology,tɛkˈnɑlədʒi
ted,ˈtɛd
teddy,ˈtɛdi
teen,ˈtin
teenage,ˈtiˌnejdʒ
teens,ˈtinz
teeth,ˈtiθ
telecom,ˈtɛləkɑm
telecommunications,ˌtɛləkəmˌjunəˈkejʃənz
telephone,ˈtɛləˌfown
telephony,ˈtɛləˌfowni
telescope,ˈtɛləˌskowp
television,ˈtɛləˌvɪʒən
televisions,ˈtɛləˌvɪʒənz
tell,ˈtɛl
telling,ˈtɛlɪŋ
tells,ˈtɛlz
temp,ˈtɛmp
temperature,ˈtɛmpɝətʃɝ
temperatures,ˈtɛmpɝətʃɝz
template,ˈtɛmplejt
templates,ˈtɛmpləts
temple,ˈtɛmpəl
temporal,ˈtɛmpɝəl
temporarily,ˌtɛmpɝˈɛɹəli
temporary,ˈtɛmpɝˌɛɹi
ten,ˈtɛn
tenant,ˈtɛnənt
tend,ˈtɛnd
tender,ˈtɛndɝ
tennessee,ˌtɛnəˈsi
tennis,ˈtɛnəs
tension,ˈtɛnʃən
tent,ˈtɛnt
term,ˈtɝm
terminal,ˈtɝmənəl
terminals,ˈtɝmənəlz
termination,tɝməˈnejʃən
terminology,ˌtɝmɪˈnɑlədʒi
terms,ˈtɝmz
terrace,ˈtɛɹəs
terrain,tɝˈejn
terrible,ˈtɛɹəbəl
territories,ˈtɛɹəˌtɔɹiz
territory,ˈtɛɹɪˌtɔɹi
terror,ˈtɛɹɝ
terrorism,ˈtɛɹɝˌɪzəm
terrorist,ˈtɛɹɝɪst
terrorists,ˈtɛɹɝəsts
terry,ˈtɛɹi
test,ˈtɛst
testament,ˈtɛstəmənt
tested,ˈtɛstɪd
testimonials,ˌtɛstəˈmowniəlz
testimony,ˈtɛstəˌmowni
testing,ˈtɛstɪŋ
tests,ˈtɛsts
texas,ˈtɛksəs
text,ˈtɛkst
textbook,ˈtɛkstˌbʊk
textbooks,ˈtɛkstˌbʊks
textile,ˈtɛkˌstajl
textiles,ˈtɛkˌstajlz
texts,ˈtɛksts
texture,ˈtɛkstʃɝ
thai,ˈtaj
thailand,ˈtajˌlænd
than,ˈðæn
thank,ˈθæŋk
thanks,ˈθæŋks
thanksgiving,ˌθæŋksˈɡɪvɪŋ
that,ˈðæt
the,ˈðə
theater,ˈθiətɝ
theaters,ˈθiətɝz
theatre,ˈθiətɝ
thee,ˈði
theft,ˈθɛft
their,ˈðɛɹ
them,ˈðɛm
theme,ˈθim
themes,ˈθimz
themselves,ðəmˈsɛlvz
then,ˈðɛn
theology,θiˈɑlədʒi
theorem,ˈθɪɹəm
theoretical,ˌθiɝˈɛtɪkəl
theories,ˈθiɝiz
theory,ˈθiɝi
therapeutic,ˌθɛɹəpˈjutɪk
therapist,ˈθɛɹəpəst
therapy,ˈθɛɹəpi
there,ˈðɛɹ
thereafter,ðɛˈɹæftɝ
thereby,ˈðɛɹˈbaj
therefore,ˈðɛɹˌfɔɹ
thereof,ˌðɛˈɹəv
thermal,ˈθɝməl
thesaurus,θəˈsɔɹəs
these,ˈðiz
thesis,ˈθisəs
theta,ˈθejtə
they,ˈðej
thick,ˈθɪk
thickness,ˈθɪknəs
thin,ˈθɪn
thing,ˈθɪŋ
things,ˈθɪŋz
think,ˈθɪŋk
thinking,ˈθɪŋkɪŋ
thinkpad,ˈθɪŋkˌpæd
thinks,ˈθɪŋks
third,ˈθɝd
thirty,ˈθɝˌdi
this,ˈðɪs
thomas,ˈtɑməs
thompson,ˈtɑmpsən
thomson,ˈtɑmsən
thong,ˈθɔŋ
thorough,ˈθɝow
thoroughly,ˈθɝowli
those,ˈðowz
thou,ˈðaw
though,ˈðow
thought,ˈθɔt
thoughts,ˈθɔts
thousand,ˈθawzən
thousands,ˈθawzəndz
thread,ˈθɹɛd
threaded,ˈθɹɛdɪd
threads,ˈθɹɛdz
threat,ˈθɹɛt
threatened,ˈθɹɛtənd
threatening,ˈθɹɛtənɪŋ
threats,ˈθɹɛts
three,ˈθɹi
threesome,ˈθɹisəm
threshold,ˈθɹɛˌʃowld
thriller,ˈθɹɪlɝ
throat,ˈθɹowt
through,ˈθɹu
throughout,θɹuˈawt
throw,ˈθɹow
throwing,ˈθɹowɪŋ
thrown,ˈθɹown
throws,ˈθɹowz
thru,ˈθɹu
thumb,ˈθəm
thumbnail,ˈθəmˌnejl
thumbs,ˈθəmz
thunder,ˈθəndɝ
thursday,ˈθɝzˌdej
thus,ˈðəs
thy,ˈðaj
ticket,ˈtɪkət
tickets,ˈtɪkəts
tide,ˈtajd
tie,ˈtaj
tied,ˈtajd
tier,ˈtiɹ
ties,ˈtajz
tiffany,ˈtɪfəni
tiger,ˈtajɡɝ
tigers,ˈtajɡɝz
tight,ˈtajt
tile,ˈtajl
tiles,ˈtajlz
till,ˈtɪl
tim,ˈtɪm
timber,ˈtɪmbɝ
time,ˈtajm
timeline,ˈtajmlajn
timely,ˈtajmli
timer,ˈtajmɝ
times,ˈtajmz
timing,ˈtajmɪŋ
timothy,ˈtɪməθi
tin,ˈtɪn
tiny,ˈtajni
tip,ˈtɪp
tips,ˈtɪps
tire,ˈtajɝ
tired,ˈtajɝd
tires,ˈtajɝz
tissue,ˈtɪsˌju
tit,ˈtɪt
titanium,tajˈtejniəm
titans,ˈtajtənz
title,ˈtajtəl
titled,ˈtajtəld
titles,ˈtajtəlz
tits,ˈtɪts
to,ˈtu
tobacco,təˈbæˌkow
tobago,təˈbejɡow
today,təˈdej
todd,ˈtɑd
toddler,ˈtɑdlɝ
toe,ˈtow
together,təˈɡɛðɝ
toilet,ˈtɔjlət
token,ˈtowkən
tokyo,ˈtowkiˌow
told,ˈtowld
tolerance,ˈtɑlɝəns
toll,ˈtowl
tom,ˈtɑm
tomato,təˈmɑˌtow
tomatoes,təˈmɑtowz
tommy,ˈtɑmi
tomorrow,təˈmɑˌɹow
ton,ˈtən
tone,ˈtown
toner,ˈtownɝ
tones,ˈtownz
tongue,ˈtəŋ
tonight,təˈnajt
tons,ˈtənz
tony,ˈtowni
too,ˈtu
took,ˈtʊk
tool,ˈtul
toolbar,ˈtulˌbɑɹ
toolbox,ˈtulˌbɔks
tools,ˈtulz
tooth,ˈtuθ
top,ˈtɑp
topic,ˈtɑpɪk
topics,ˈtɑpɪks
topless,ˈtɑpləs
tops,ˈtɑps
toronto,tɝˈɑntow
torture,ˈtɔɹtʃɝ
toshiba,towˈʃibə
total,ˈtowtəl
totally,ˈtowtəli
totals,ˈtowtəlz
touch,ˈtətʃ
touched,ˈtətʃt
tough,ˈtəf
tour,ˈtʊɹ
touring,ˈtʊɹɪŋ
tourism,ˈtʊˌɹɪzəm
tourist,ˈtʊɹəst
tournament,ˈtʊɹnəmənt
tournaments,ˈtɝnəmənts
tours,ˈtɔɹz
toward,ˈtɔɹd
towards,ˈtɔɹdz
tower,ˈtawɝ
towers,ˈtawɝz
town,ˈtawn
towns,ˈtawnz
township,ˈtawnʃɪp
toxic,ˈtɑksɪk
toy,ˈtɔj
toyota,towˈjowtə
toys,ˈtɔjz
trace,ˈtɹejs
track,ˈtɹæk
tracked,ˈtɹækt
tracker,ˈtɹækɝ
tracking,ˈtɹækɪŋ
tracks,ˈtɹæks
tract,ˈtɹækt
tractor,ˈtɹæktɝ
tracy,ˈtɹejsi
trade,ˈtɹejd
trademark,ˈtɹejdˌmɑɹk
trademarks,ˈtɹejdˌmɑɹks
trader,ˈtɹejdɝ
trades,ˈtɹejdz
trading,ˈtɹejdɪŋ
tradition,tɹəˈdɪʃən
traditional,tɹəˈdɪʃənəl
traditions,tɹəˈdɪʃənz
traffic,ˈtɹæfɪk
tragedy,ˈtɹædʒədi
trail,ˈtɹejl
trailer,ˈtɹejlɝ
trailers,ˈtɹejlɝz
trails,ˈtɹejlz
train,ˈtɹejn
trained,ˈtɹejnd
trainer,ˈtɹejnɝ
trainers,ˈtɹejnɝz
training,ˈtɹejnɪŋ
trains,ˈtɹejnz
trance,ˈtɹæns
trans,ˈtɹænz
transaction,tɹænˈzækʃən
transactions,tɹænˈzækʃənz
transcript,ˈtɹænsˌkɹɪpt
transcription,ˌtɹænsˈkɹɪpʃən
transcripts,ˈtɹænsˌkɹɪpts
transfer,ˈtɹænsfɝ
transferred,ˈtɹænsfɝd
transfers,ˈtɹænsfɝz
transform,ˈtɹænsfɔɹm
transformation,ˌtɹænsfɝˈmejʃən
transit,ˈtɹænzɪt
transition,tɹænˈzɪʃən
translate,tɹænˈslejt
translated,tɹænˈslejtɪd
translation,tɹænˈslejʃən
translations,tɹænˈslejʃənz
translator,tɹænˈslejtɝ
transmission,tɹænsˈmɪʃən
transmit,tɹænzˈmɪt
transmitted,tɹænsˈmɪtɪd
transparency,tɹænˈspɛɹənsi
transparent,tɹænˈspɛɹənt
transport,ˈtɹænspɔɹt
transportation,ˌtɹænspɝˈtejʃən
transsexual,tɹænˈsɛkʃjuəl
trap,ˈtɹæp
trash,ˈtɹæʃ
trauma,ˈtɹɔmə
travel,ˈtɹævəl
traveler,ˈtɹævəlɝ
travelers,ˈtɹævəlɝz
traveling,ˈtɹævəlɪŋ
traveller,ˈtɹævəlɝ
travelling,ˈtɹævəlɪŋ
travels,ˈtɹævəlz
travis,ˈtɹævɪs
tray,ˈtɹej
treasure,ˈtɹɛʒɝ
treasurer,ˈtɹɛʒɝɝ
treasures,ˈtɹɛʒɝz
treasury,ˈtɹɛʒɝi
treat,ˈtɹit
treated,ˈtɹitɪd
treating,ˈtɹitɪŋ
treatment,ˈtɹitmənt
treatments,ˈtɹitmənts
treaty,ˈtɹiti
tree,ˈtɹi
trees,ˈtɹiz
trek,ˈtɹɛk
tremendous,tɹəˈmɛndəs
trend,ˈtɹɛnd
trends,ˈtɹɛndz
tri,ˈtɹaj
trial,ˈtɹajəl
trials,ˈtɹajəlz
triangle,ˈtɹajˌæŋɡəl
tribal,ˈtɹajbəl
tribe,ˈtɹajb
tribes,ˈtɹajbz
tribunal,tɹəbˈjunəl
tribune,ˈtɹɪbjun
tribute,ˈtɹɪbjut
trick,ˈtɹɪk
tricks,ˈtɹɪks
tried,ˈtɹajd
tries,ˈtɹajz
trigger,ˈtɹɪɡɝ
trim,ˈtɹɪm
trinidad,ˈtɹɪnɪˌdæd
trinity,ˈtɹɪnəti
trio,ˈtɹiˌow
trip,ˈtɹɪp
triple,ˈtɹɪpəl
trips,ˈtɹɪps
triumph,ˈtɹajəmf
trivia,ˈtɹɪviə
troops,ˈtɹups
tropical,ˈtɹɑpɪkəl
trouble,ˈtɹəbəl
troubleshooting,ˈtɹəbəlˌʃutɪŋ
trout,ˈtɹawt
troy,ˈtɹɔj
truck,ˈtɹək
trucks,ˈtɹəks
true,ˈtɹu
truly,ˈtɹuli
trunk,ˈtɹəŋk
trust,ˈtɹəst
trusted,ˈtɹəstɪd
trustee,ˌtɹəsˈti
trustees,ˌtɹəsˈtiz
trusts,ˈtɹəsts
truth,ˈtɹuθ
try,ˈtɹaj
trying,ˈtɹajɪŋ
tsunami,suˈnɑmi
tub,ˈtəb
tube,ˈtjub
tubes,ˈtubz
tucson,ˈtuˌsɑn
tuesday,ˈtjuzˌdej
tuition,tjuˈɪʃən
tulsa,ˈtəlsə
tumor,ˈtumɝ
tune,ˈtun
tuner,ˈtunɝ
tunes,ˈtunz
tuning,ˈtunɪŋ
tunisia,ˌtuˈniʒə
tunnel,ˈtənəl
turbo,ˈtɝbow
turkey,ˈtɝki
turkish,ˈtɝkɪʃ
turn,ˈtɝn
turned,ˈtɝnd
turner,ˈtɝnɝ
turning,ˈtɝnɪŋ
turns,ˈtɝnz
turtle,ˈtɝtəl
tutorial,tuˈtɔɹiəl
tutorials,tuˈtɔɹiəlz
tv,ˈtiˈvi
twelve,ˈtwɛlv
twenty,ˈtwɛni
twice,ˈtwajs
twin,ˈtwɪn
twins,ˈtwɪnz
twist,ˈtwɪst
twisted,ˈtwɪstɪd
two,ˈtu
tyler,ˈtajlɝ
type,ˈtajp
types,ˈtajps
typical,ˈtɪpəkəl
typically,ˈtɪpɪkəli
typing,ˈtajpɪŋ
uganda,ˌjuˈɡɑndɑ
ugly,ˈəɡli
uh,ˈə
uk,ˌjuˈkej
ukraine,juˈkɹejn
ultimate,ˈəltəmət
ultimately,ˈəltəmətli
ultra,ˈəltɹə
un,ˈən
unable,əˈnejbəl
unauthorized,əˈnɔθɝˌajzd
unavailable,ˌənəˈvejləbəl
uncertainty,ənˈsɝtənti
uncle,ˈəŋkəl
undefined,ˌəndɪˈfajnd
under,ˈəndɝ
undergraduate,ˌəndɝˈɡɹædʒəwət
underground,ˈəndɝˌɡɹawnd
underlying,ˌəndɝˈlajɪŋ
understand,ˌəndɝˈstænd
understanding,ˌəndɝˈstændɪŋ
understood,ˌəndɝˈstʊd
undertake,ˈəndɝˌtejk
undertaken,ˈəndɝˌtejkən
underwear,ˈəndɝˌwɛɹ
undo,ənˈdu
unemployment,ˌənɪmˈplɔjmənt
unexpected,ˌənɪkˈspɛktɪd
unfortunately,ənˈfɔɹtʃənətli
unified,ˈjunəˌfajd
uniform,ˈjunəˌfɔɹm
union,ˈjunjən
unions,ˈjunjənz
unique,juˈnik
unit,ˈjunət
united,juˈnajtɪd
units,ˈjunəts
unity,ˈjunəti
universal,ˌjunəˈvɝsəl
universe,ˈjunəˌvɝs
universities,ˌjunəˈvɝsətiz
university,ˌjunəˈvɝsəti
unix,ˈjunɪks
unknown,ənˈnown
unless,ənˈlɛs
unlike,ənˈlajk
unlikely,ənˈlajkli
unlimited,ənˈlɪmətɪd
unlock,ənˈlɑk
unnecessary,ənˈnɛsəˌsɛɹi
unsigned,ənˈsajnd
unsubscribe,ənsəbsˈkɹajb
until,ənˈtɪl
unto,ˈəntu
unusual,ənˈjuˌʒuəl
unwrap,ənˈɹæp
up,ˈəp
upcoming,ˈəpˌkəmɪŋ
update,ˈəpˌdejt
updated,ˈəpˌdejtɪd
updates,ˈəpˌdejts
updating,ˈəpˌdejtɪŋ
upgrade,ˈəpˈɡɹejd
upgrades,ˈəpˌɡɹejdz
upgrading,ˈəpˌɡɹejdɪŋ
upload,ˈəˌplowd
uploaded,ˈəˌplowdɪd
upon,əˈpɑn
upper,ˈəpɝ
ups,ˈəps
upset,ˈəpˌsɛt
urban,ˈɝbən
urge,ˈɝdʒ
urgent,ˈɝdʒənt
url,ˈʊɹl
urls,ˈjuˈɑˈɹɛlz
uruguay,ˈjɝəˌɡwaj
us,ˈəs
usa,ˌjuˌɛˈsej
usage,ˈjusədʒ
usb,ˈjuˈɛsˈbi
usda,ˌjuˌɛsˌdiˈej
use,ˈjus
used,ˈjuzd
useful,ˈjusfəl
user,ˈjuzɝ
username,ˈjuzɝˌnejm
users,ˈjuzɝz
uses,ˈjusəz
using,ˈjuzɪŋ
usual,ˈjuʒəwəl
usually,ˈjuʒəli
utah,ˈjuˌtɔ
utilities,juˈtɪlətiz
utility,juˈtɪləti
utilization,ˌjutələˈzejʃən
utilize,ˈjutəˌlajz
uzbekistan,uzˈbɛkɪˌstæn
vacancies,ˈvejkənsiz
vacation,vejˈkejʃən
vacations,vejˈkejʃənz
vaccine,ˌvækˈsin
vacuum,ˈvækjum
vagina,vəˈdʒajnə
valentine,ˈvælənˌtajn
valid,ˈvælɪd
validation,ˌvæləˈdejʃən
validity,vəˈlɪdəti
valium,ˈvejliəm
valley,ˈvæli
valuable,ˈvæljəbəl
valuation,væljuˈejʃən
value,ˈvælju
valued,ˈvæljud
values,ˈvæljuz
valve,ˈvælv
valves,ˈvælvz
vampire,ˈvæmpajɹ
van,ˈvæn
vancouver,vænˈkuvɝ
vanilla,vəˈnɪlə
variable,ˈvɛɹiəbəl
variables,ˈvɛɹiəbəlz
variance,ˈvɛɹiəns
variation,ˌvɛɹiˈejʃən
variations,ˌvɛɹiˈejʃənz
varied,ˈvɛɹid
varies,ˈvɛɹiz
varieties,vɝˈajətiz
variety,vɝˈajəti
various,ˈvɛɹiəs
vary,ˈvɛɹi
varying,ˈvɛɹiɪŋ
vast,ˈvæst
vat,ˈvæt
